example_id,split,label,binarization_method,pythia_correct,sentiment_score,source_text,prompt_text,prompt_repr,prompt_utf8_hex,prompt_sha256,gpt2_token_ids,gpt2_num_tokens,pythia_raw_num_tokens,pythia_prompt_num_tokens
sst-417,test,1,tigges,True,0.72222,"A slick, skillful little horror film.","Review Text: A slick, skillful little horror film. Review Sentiment:","'Review Text: A slick, skillful little horror film. Review Sentiment:'",52657669657720546578743a204120736c69636b2c20736b696c6c66756c206c6974746c6520686f72726f722066696c6d2e205265766965772053656e74696d656e743a,7d7460746f60e0c13a62cd6ec1508a214cba48e1321063408981e29af86edf81,"[50256, 14832, 8255, 25, 317, 29395, 11, 5032, 913, 1310, 9961, 2646, 13, 6602, 11352, 3681, 25]",17,10,17
sst-418,test,1,tigges,True,0.93056,"A very witty take on change, risk and romance, and the film uses humour to make its points about acceptance and growth.","Review Text: A very witty take on change, risk and romance, and the film uses humour to make its points about acceptance and growth. Review Sentiment:","'Review Text: A very witty take on change, risk and romance, and the film uses humour to make its points about acceptance and growth. Review Sentiment:'",52657669657720546578743a204120766572792077697474792074616b65206f6e206368616e67652c207269736b20616e6420726f6d616e63652c20616e64207468652066696c6d20757365732068756d6f757220746f206d616b652069747320706f696e74732061626f757420616363657074616e636520616e642067726f7774682e205265766965772053656e74696d656e743a,d3605c055bddcaf0749039c9fd788267adb66b34ceb10eaa9b9b65260b246343,"[50256, 14832, 8255, 25, 317, 845, 45466, 1011, 319, 1487, 11, 2526, 290, 19661, 11, 290, 262, 2646, 3544, 31049, 284, 787, 663, 2173, 546, 13427, 290, 3349, 13, 6602, 11352, 3681, 25]",33,27,34
sst-420,test,1,tigges,True,0.94444,Bubba Ho-Tep is a wonderful film with a bravura lead performance by Bruce Campbell that doesn't deserve to leave the building until everyone is aware of it.,Review Text: Bubba Ho-Tep is a wonderful film with a bravura lead performance by Bruce Campbell that doesn't deserve to leave the building until everyone is aware of it. Review Sentiment:,"""Review Text: Bubba Ho-Tep is a wonderful film with a bravura lead performance by Bruce Campbell that doesn't deserve to leave the building until everyone is aware of it. Review Sentiment:""",52657669657720546578743a20427562626120486f2d546570206973206120776f6e64657266756c2066696c6d207769746820612062726176757261206c65616420706572666f726d616e63652062792042727563652043616d7062656c6c207468617420646f65736e2774206465736572766520746f206c6561766520746865206275696c64696e6720756e74696c2065766572796f6e65206973206177617265206f662069742e205265766965772053656e74696d656e743a,bfbd566085d5f17a3c347eaf6fd6a53e55eb54520e00ece6db3b316df01d20aa,"[50256, 14832, 8255, 25, 19645, 7012, 9544, 12, 51, 538, 318, 257, 7932, 2646, 351, 257, 49025, 5330, 1085, 2854, 416, 11088, 14327, 326, 1595, 470, 10925, 284, 2666, 262, 2615, 1566, 2506, 318, 3910, 286, 340, 13, 6602, 11352, 3681, 25]",42,36,43
sst-421,test,1,tigges,True,0.79167,"despite the long running time, the pace never feels slack--there's no scene that screams ''bathroom break!''","Review Text: despite the long running time, the pace never feels slack--there's no scene that screams ''bathroom break!'' Review Sentiment:","""Review Text: despite the long running time, the pace never feels slack--there's no scene that screams ''bathroom break!'' Review Sentiment:""",52657669657720546578743a206465737069746520746865206c6f6e672072756e6e696e672074696d652c207468652070616365206e65766572206665656c7320736c61636b2d2d74686572652773206e6f207363656e6520746861742073637265616d7320272762617468726f6f6d20627265616b212727205265766965772053656e74696d656e743a,3848dd49cf86750ab4d39bd3afb254f4a11429ca332b6ef9e00b2b09e7026a66,"[50256, 14832, 8255, 25, 3805, 262, 890, 2491, 640, 11, 262, 8761, 1239, 5300, 30740, 438, 8117, 338, 645, 3715, 326, 26557, 10148, 37648, 3823, 2270, 0, 7061, 6602, 11352, 3681, 25]",32,27,33
sst-422,test,1,tigges,True,0.69444,Bullock does a good job here of working against her natural likability.,Review Text: Bullock does a good job here of working against her natural likability. Review Sentiment:,'Review Text: Bullock does a good job here of working against her natural likability. Review Sentiment:',52657669657720546578743a2042756c6c6f636b20646f6573206120676f6f64206a6f622068657265206f6620776f726b696e6720616761696e737420686572206e61747572616c206c696b6162696c6974792e205265766965772053656e74696d656e743a,d526d9a8087101cc741d1eee5123be1720c57b805d2328beb50449c83d2bc435,"[50256, 14832, 8255, 25, 8266, 735, 857, 257, 922, 1693, 994, 286, 1762, 1028, 607, 3288, 4300, 1799, 13, 6602, 11352, 3681, 25]",23,17,23
sst-423,test,1,tigges,True,0.70833,A film of precious increments artfully camouflaged as everyday activities.,Review Text: A film of precious increments artfully camouflaged as everyday activities. Review Sentiment:,'Review Text: A film of precious increments artfully camouflaged as everyday activities. Review Sentiment:',52657669657720546578743a20412066696c6d206f662070726563696f757320696e6372656d656e74732061727466756c6c792063616d6f75666c6167656420617320657665727964617920616374697669746965732e205265766965772053656e74696d656e743a,b78569fec678bb11a37bd4c8c2f0f594ba6a167d803ebba118be1019406404b7,"[50256, 14832, 8255, 25, 317, 2646, 286, 14186, 41867, 1242, 2759, 31962, 1886, 355, 10908, 4568, 13, 6602, 11352, 3681, 25]",21,15,22
sst-424,test,1,tigges,True,0.94444,Kinnear gives a tremendous performance.,Review Text: Kinnear gives a tremendous performance. Review Sentiment:,'Review Text: Kinnear gives a tremendous performance. Review Sentiment:',52657669657720546578743a204b696e6e6561722067697665732061207472656d656e646f757320706572666f726d616e63652e205265766965772053656e74696d656e743a,6fb64691e7bec9635c30c04de63b1912f566021276d3263049854739b4676210,"[50256, 14832, 8255, 25, 33304, 451, 3607, 257, 12465, 2854, 13, 6602, 11352, 3681, 25]",15,8,15
sst-425,test,1,tigges,True,0.84722,The best movie of its kind since ` Brazil.',Review Text: The best movie of its kind since ` Brazil.' Review Sentiment:,"""Review Text: The best movie of its kind since ` Brazil.' Review Sentiment:""",52657669657720546578743a205468652062657374206d6f766965206f6620697473206b696e642073696e63652060204272617a696c2e27205265766965772053656e74696d656e743a,eea3a35897bf56e013641327b3b2186ce3efacfd8c42d9f661bcda9ae5b01ca3,"[50256, 14832, 8255, 25, 383, 1266, 3807, 286, 663, 1611, 1201, 4600, 7595, 2637, 6602, 11352, 3681, 25]",18,11,18
sst-426,test,1,tigges,True,0.54167,"Lucas, take notes.","Review Text: Lucas, take notes. Review Sentiment:","'Review Text: Lucas, take notes. Review Sentiment:'",52657669657720546578743a204c756361732c2074616b65206e6f7465732e205265766965772053656e74696d656e743a,8d8a61609e54f9bf4fc1cddd8f656c7cf3bfadcaae233f68b70600bb67ef7ddf,"[50256, 14832, 8255, 25, 15257, 11, 1011, 4710, 13, 6602, 11352, 3681, 25]",13,7,13
sst-427,test,1,tigges,True,0.84722,This is how you use special effects.,Review Text: This is how you use special effects. Review Sentiment:,'Review Text: This is how you use special effects. Review Sentiment:',52657669657720546578743a205468697320697320686f7720796f7520757365207370656369616c20656666656374732e205265766965772053656e74696d656e743a,a70441d4393a2a4edde9c78ed61ccaf1d558a670c4acc40d2604b12a7ac2af08,"[50256, 14832, 8255, 25, 770, 318, 703, 345, 779, 2041, 3048, 13, 6602, 11352, 3681, 25]",16,9,16
sst-431,test,1,tigges,True,0.66667,Kaufman creates an eerie sense of not only being there at the time of these events but the very night Matthew was killed.,Review Text: Kaufman creates an eerie sense of not only being there at the time of these events but the very night Matthew was killed. Review Sentiment:,'Review Text: Kaufman creates an eerie sense of not only being there at the time of these events but the very night Matthew was killed. Review Sentiment:',52657669657720546578743a204b6175666d616e206372656174657320616e2065657269652073656e7365206f66206e6f74206f6e6c79206265696e67207468657265206174207468652074696d65206f66207468657365206576656e747320627574207468652076657279206e69676874204d61747468657720776173206b696c6c65642e205265766965772053656e74696d656e743a,9c4fb0ac9f43d21700ade9662c69bdd7c2b2d6c535e5b7865ff39338882f34d1,"[50256, 14832, 8255, 25, 46991, 8075, 281, 41128, 2565, 286, 407, 691, 852, 612, 379, 262, 640, 286, 777, 2995, 475, 262, 845, 1755, 9308, 373, 2923, 13, 6602, 11352, 3681, 25]",32,28,35
sst-432,test,1,tigges,True,0.51389,"Chalk it up to my adoration for both De Niro and Murphy, but I had a pretty good time with this movie - despite its myriad flaws.","Review Text: Chalk it up to my adoration for both De Niro and Murphy, but I had a pretty good time with this movie - despite its myriad flaws. Review Sentiment:","'Review Text: Chalk it up to my adoration for both De Niro and Murphy, but I had a pretty good time with this movie - despite its myriad flaws. Review Sentiment:'",52657669657720546578743a204368616c6b20697420757020746f206d792061646f726174696f6e20666f7220626f7468204465204e69726f20616e64204d75727068792c2062757420492068616420612070726574747920676f6f642074696d6520776974682074686973206d6f766965202d206465737069746520697473206d797269616420666c6177732e205265766965772053656e74696d656e743a,74bf4c9d4be51c3af27a55aac9209925f7d7903847ae96b4f215fb3f1e950bc8,"[50256, 14832, 8255, 25, 609, 971, 340, 510, 284, 616, 512, 6944, 329, 1111, 1024, 399, 7058, 290, 14424, 11, 475, 314, 550, 257, 2495, 922, 640, 351, 428, 3807, 532, 3805, 663, 24862, 17978, 13, 6602, 11352, 3681, 25]",40,33,40
sst-433,test,1,tigges,True,0.61111,"Its scenes and sensibility are all more than familiar, but it exudes a kind of nostalgic spy-movie charm and, at the same time, is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time.","Review Text: Its scenes and sensibility are all more than familiar, but it exudes a kind of nostalgic spy-movie charm and, at the same time, is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time. Review Sentiment:","'Review Text: Its scenes and sensibility are all more than familiar, but it exudes a kind of nostalgic spy-movie charm and, at the same time, is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time. Review Sentiment:'",52657669657720546578743a20497473207363656e657320616e642073656e736962696c6974792061726520616c6c206d6f7265207468616e2066616d696c6961722c20627574206974206578756465732061206b696e64206f66206e6f7374616c676963207370792d6d6f76696520636861726d20616e642c206174207468652073616d652074696d652c20697320736f20667265736820616e642066726565206f662074686520757375616c20746872696c6c6572206e6f6e73656e7365207468617420697420616c6c207365656d7320746f2062652068617070656e696e6720666f72207468652066697273742074696d652e205265766965772053656e74696d656e743a,b2e8d934a16baab6384768f2c2198d3d0d9dd4271347fd75e5c7b5fcb3ab0ef8,"[50256, 14832, 8255, 25, 6363, 8188, 290, 3054, 2247, 389, 477, 517, 621, 5385, 11, 475, 340, 409, 8401, 257, 1611, 286, 40459, 13997, 12, 41364, 20024, 290, 11, 379, 262, 976, 640, 11, 318, 523, 4713, 290, 1479, 286, 262, 6678, 32251, 18149, 326, 340, 477, 2331, 284, 307, 5836, 329, 262, 717, 640, 13, 6602, 11352, 3681, 25]",60,55,62
sst-434,test,1,tigges,True,0.88889,"It represents better-than-average movie-making that doesn't demand a dumb, distracted audience.","Review Text: It represents better-than-average movie-making that doesn't demand a dumb, distracted audience. Review Sentiment:","""Review Text: It represents better-than-average movie-making that doesn't demand a dumb, distracted audience. Review Sentiment:""",52657669657720546578743a20497420726570726573656e7473206265747465722d7468616e2d61766572616765206d6f7669652d6d616b696e67207468617420646f65736e27742064656d616e6420612064756d622c20646973747261637465642061756469656e63652e205265766965772053656e74696d656e743a,bca101c41b1c05ce57b83150af01b6cb1af5ecaf7f59c41d800a48b02e1585b2,"[50256, 14832, 8255, 25, 632, 6870, 1365, 12, 14813, 12, 23913, 3807, 12, 8601, 326, 1595, 470, 3512, 257, 13526, 11, 22943, 5386, 13, 6602, 11352, 3681, 25]",28,21,28
sst-435,test,1,tigges,True,0.80556,A charming yet poignant tale of the irrevocable ties that bind.,Review Text: A charming yet poignant tale of the irrevocable ties that bind. Review Sentiment:,'Review Text: A charming yet poignant tale of the irrevocable ties that bind. Review Sentiment:',52657669657720546578743a204120636861726d696e672079657420706f69676e616e742074616c65206f66207468652069727265766f6361626c65207469657320746861742062696e642e205265766965772053656e74696d656e743a,308a5bfac28b0832263e594c4ff04db9bbf4a7ec305d6fa7244c65275a3967c3,"[50256, 14832, 8255, 25, 317, 23332, 1865, 45516, 12838, 286, 262, 11331, 18893, 540, 8470, 326, 11007, 13, 6602, 11352, 3681, 25]",22,17,24
sst-436,test,1,tigges,True,0.91667,An enchanting spectacular for Potter fans anxious to ride the Hogwarts Express toward a new year of magic and mischief.,Review Text: An enchanting spectacular for Potter fans anxious to ride the Hogwarts Express toward a new year of magic and mischief. Review Sentiment:,'Review Text: An enchanting spectacular for Potter fans anxious to ride the Hogwarts Express toward a new year of magic and mischief. Review Sentiment:',52657669657720546578743a20416e20656e6368616e74696e672073706563746163756c617220666f7220506f747465722066616e7320616e78696f757320746f20726964652074686520486f677761727473204578707265737320746f776172642061206e65772079656172206f66206d6167696320616e64206d697363686965662e205265766965772053656e74696d656e743a,12d98633c5d98d18f3d71856fa1981ff2e76381a209fe8ba1155ed97b5ad03f3,"[50256, 14832, 8255, 25, 1052, 23260, 278, 15013, 329, 14179, 3296, 18116, 284, 6594, 262, 30922, 10604, 3812, 257, 649, 614, 286, 5536, 290, 38625, 13, 6602, 11352, 3681, 25]",30,27,34
sst-437,test,1,tigges,True,0.79167,The talents of the actors helps ''Moonlight Mile'' rise above its heart-on-its-sleeve writing.,Review Text: The talents of the actors helps ''Moonlight Mile'' rise above its heart-on-its-sleeve writing. Review Sentiment:,"""Review Text: The talents of the actors helps ''Moonlight Mile'' rise above its heart-on-its-sleeve writing. Review Sentiment:""",52657669657720546578743a205468652074616c656e7473206f6620746865206163746f72732068656c70732027274d6f6f6e6c69676874204d696c65272720726973652061626f7665206974732068656172742d6f6e2d6974732d736c656576652077726974696e672e205265766965772053656e74696d656e743a,92ce33012a19c08f0a8dac1c438149a030366ec88f03a02fc4ebd0af1568ad86,"[50256, 14832, 8255, 25, 383, 18054, 286, 262, 10544, 5419, 10148, 31640, 2971, 26004, 7061, 4485, 2029, 663, 2612, 12, 261, 12, 896, 12, 82, 49189, 3597, 13, 6602, 11352, 3681, 25]",32,27,34
sst-438,test,1,tigges,True,0.65278,"It's a humble effort, but spiced with wry humor and genuine pathos, especially between Morgan and Redgrave.","Review Text: It's a humble effort, but spiced with wry humor and genuine pathos, especially between Morgan and Redgrave. Review Sentiment:","""Review Text: It's a humble effort, but spiced with wry humor and genuine pathos, especially between Morgan and Redgrave. Review Sentiment:""",52657669657720546578743a204974277320612068756d626c65206566666f72742c20627574207370696365642077697468207772792068756d6f7220616e642067656e75696e6520706174686f732c20657370656369616c6c79206265747765656e204d6f7267616e20616e642052656467726176652e205265766965772053656e74696d656e743a,b63d3ade297aab0b7e3fe45c5ae2cdae43870dcb11f84d00f79dab154faba46a,"[50256, 14832, 8255, 25, 632, 338, 257, 19695, 3626, 11, 475, 599, 3711, 351, 266, 563, 14733, 290, 8768, 3108, 418, 11, 2592, 1022, 10805, 290, 2297, 41711, 13, 6602, 11352, 3681, 25]",33,26,33
sst-439,test,1,tigges,True,0.75,This examination of aquatic life off the shores of the Baja California peninsula of Mexico offers an engrossing way to demonstrate the virtues of the IMAX format.,Review Text: This examination of aquatic life off the shores of the Baja California peninsula of Mexico offers an engrossing way to demonstrate the virtues of the IMAX format. Review Sentiment:,'Review Text: This examination of aquatic life off the shores of the Baja California peninsula of Mexico offers an engrossing way to demonstrate the virtues of the IMAX format. Review Sentiment:',52657669657720546578743a2054686973206578616d696e6174696f6e206f662061717561746963206c696665206f6666207468652073686f726573206f66207468652042616a612043616c69666f726e69612070656e696e73756c61206f66204d657869636f206f666665727320616e20656e67726f7373696e672077617920746f2064656d6f6e737472617465207468652076697274756573206f662074686520494d415820666f726d61742e205265766965772053656e74696d656e743a,b1d8befa32d882554e784301a50c3b70dfcc4318bc1bf50f1071ddbda2b9c1b4,"[50256, 14832, 8255, 25, 770, 12452, 286, 37115, 1204, 572, 262, 29963, 286, 262, 347, 27792, 3442, 28080, 286, 5828, 4394, 281, 1786, 1214, 278, 835, 284, 10176, 262, 27494, 286, 262, 314, 22921, 5794, 13, 6602, 11352, 3681, 25]",40,33,40
sst-440,test,1,tigges,True,0.73611,"Dark and disturbing, but also surprisingly funny.","Review Text: Dark and disturbing, but also surprisingly funny. Review Sentiment:","'Review Text: Dark and disturbing, but also surprisingly funny. Review Sentiment:'",52657669657720546578743a204461726b20616e642064697374757262696e672c2062757420616c736f2073757270726973696e676c792066756e6e792e205265766965772053656e74696d656e743a,ec6fc435a48b8e4311f96b40a9200a4555c23e734087fb44ea823b44d8f358e1,"[50256, 14832, 8255, 25, 3801, 290, 14851, 11, 475, 635, 12362, 8258, 13, 6602, 11352, 3681, 25]",17,10,17
sst-441,test,1,tigges,True,0.86111,The movie has an avalanche of eye-popping visual effects.,Review Text: The movie has an avalanche of eye-popping visual effects. Review Sentiment:,'Review Text: The movie has an avalanche of eye-popping visual effects. Review Sentiment:',52657669657720546578743a20546865206d6f7669652068617320616e206176616c616e636865206f66206579652d706f7070696e672076697375616c20656666656374732e205265766965772053656e74696d656e743a,754c5b9fce73ddd69ee67a355974710da24b74809584daf0256f71fb05a5c209,"[50256, 14832, 8255, 25, 383, 3807, 468, 281, 44128, 286, 4151, 12, 7501, 2105, 5874, 3048, 13, 6602, 11352, 3681, 25]",21,15,22
sst-443,test,1,tigges,True,0.69444,It's still worth a look.,Review Text: It's still worth a look. Review Sentiment:,"""Review Text: It's still worth a look. Review Sentiment:""",52657669657720546578743a2049742773207374696c6c20776f7274682061206c6f6f6b2e205265766965772053656e74696d656e743a,34ac2d855cba78cae378fd560f84d7092c0ff1cc2b29a26b915f4d0ec810cfa0,"[50256, 14832, 8255, 25, 632, 338, 991, 2861, 257, 804, 13, 6602, 11352, 3681, 25]",15,8,15
sst-444,test,1,tigges,True,0.80556,"Most impressive, though, is the film's open-ended finale that refuses to entirely close its characters' emotional wounds.","Review Text: Most impressive, though, is the film's open-ended finale that refuses to entirely close its characters' emotional wounds. Review Sentiment:","""Review Text: Most impressive, though, is the film's open-ended finale that refuses to entirely close its characters' emotional wounds. Review Sentiment:""",52657669657720546578743a204d6f737420696d70726573736976652c2074686f7567682c206973207468652066696c6d2773206f70656e2d656e6465642066696e616c652074686174207265667573657320746f20656e746972656c7920636c6f73652069747320636861726163746572732720656d6f74696f6e616c20776f756e64732e205265766965772053656e74696d656e743a,274e4ca14bc5f3f8cc7cc6ca9bf561886cd18d07f2e5c0a3857a06682ddead5b,"[50256, 14832, 8255, 25, 4042, 8036, 11, 996, 11, 318, 262, 2646, 338, 1280, 12, 1631, 19523, 326, 17567, 284, 5000, 1969, 663, 3435, 6, 7016, 14129, 13, 6602, 11352, 3681, 25]",32,25,32
sst-445,test,1,tigges,True,0.90278,"A hip ride into hyper-time, Clockstoppers is a lively and enjoyable adventure for all ages at any time.","Review Text: A hip ride into hyper-time, Clockstoppers is a lively and enjoyable adventure for all ages at any time. Review Sentiment:","'Review Text: A hip ride into hyper-time, Clockstoppers is a lively and enjoyable adventure for all ages at any time. Review Sentiment:'",52657669657720546578743a204120686970207269646520696e746f2068797065722d74696d652c20436c6f636b73746f70706572732069732061206c6976656c7920616e6420656e6a6f7961626c6520616476656e7475726520666f7220616c6c206167657320617420616e792074696d652e205265766965772053656e74696d656e743a,c16207ba5986b745aff6e475af21f6496eabb51712fadfc3135e135703d07d16,"[50256, 14832, 8255, 25, 317, 10359, 6594, 656, 8718, 12, 2435, 11, 21328, 301, 37186, 318, 257, 29696, 290, 20050, 8855, 329, 477, 9337, 379, 597, 640, 13, 6602, 11352, 3681, 25]",32,26,33
sst-447,test,1,tigges,True,0.83333,... a polished and relatively sincere piece of escapism.,Review Text: ... a polished and relatively sincere piece of escapism. Review Sentiment:,'Review Text: ... a polished and relatively sincere piece of escapism. Review Sentiment:',52657669657720546578743a202e2e2e206120706f6c697368656420616e642072656c61746976656c792073696e63657265207069656365206f6620657363617069736d2e205265766965772053656e74696d656e743a,ed8800a408e5178844c217eaecf1ba0f5686ccb32beb2cf9a26b5b491f1a84f9,"[50256, 14832, 8255, 25, 2644, 257, 23895, 290, 5365, 17082, 3704, 286, 3671, 499, 1042, 13, 6602, 11352, 3681, 25]",20,12,19
sst-449,test,1,tigges,True,0.77778,"The whole cast looks to be having so much fun with the slapstick antics and silly street patois, tossing around obscure expressions like Bellini and Mullinski, that the compact 86 minutes breezes by.","Review Text: The whole cast looks to be having so much fun with the slapstick antics and silly street patois, tossing around obscure expressions like Bellini and Mullinski, that the compact 86 minutes breezes by. Review Sentiment:","'Review Text: The whole cast looks to be having so much fun with the slapstick antics and silly street patois, tossing around obscure expressions like Bellini and Mullinski, that the compact 86 minutes breezes by. Review Sentiment:'",52657669657720546578743a205468652077686f6c652063617374206c6f6f6b7320746f20626520686176696e6720736f206d7563682066756e20776974682074686520736c6170737469636b20616e7469637320616e642073696c6c7920737472656574207061746f69732c20746f7373696e672061726f756e64206f6273637572652065787072657373696f6e73206c696b652042656c6c696e6920616e64204d756c6c696e736b692c20746861742074686520636f6d70616374203836206d696e7574657320627265657a65732062792e205265766965772053656e74696d656e743a,5034e824e25ebfa79e0b650010e56d4242c0ce64acad316e9927f5e3a3b77044,"[50256, 14832, 8255, 25, 383, 2187, 3350, 3073, 284, 307, 1719, 523, 881, 1257, 351, 262, 23905, 13915, 39343, 290, 14397, 4675, 1458, 10924, 11, 37432, 1088, 18611, 14700, 588, 7459, 5362, 290, 19574, 21141, 11, 326, 262, 16001, 9849, 2431, 20780, 12271, 416, 13, 6602, 11352, 3681, 25]",49,43,50
sst-451,test,1,tigges,True,0.625,"It's a sly wink to The Others without becoming a postmodern joke, made creepy by its ''men in a sardine can'' warped logic.","Review Text: It's a sly wink to The Others without becoming a postmodern joke, made creepy by its ''men in a sardine can'' warped logic. Review Sentiment:","""Review Text: It's a sly wink to The Others without becoming a postmodern joke, made creepy by its ''men in a sardine can'' warped logic. Review Sentiment:""",52657669657720546578743a2049742773206120736c792077696e6b20746f20546865204f746865727320776974686f7574206265636f6d696e67206120706f73746d6f6465726e206a6f6b652c206d61646520637265657079206279206974732027276d656e20696e20612073617264696e652063616e272720776172706564206c6f6769632e205265766965772053656e74696d656e743a,d93c7781414ef09fb6606f2dd78229ea0ff50a3ca37bae11dc5f958fb392c305,"[50256, 14832, 8255, 25, 632, 338, 257, 49822, 41955, 284, 383, 12691, 1231, 5033, 257, 1281, 23922, 9707, 11, 925, 23387, 416, 663, 10148, 3653, 287, 257, 264, 446, 500, 460, 7061, 43062, 9156, 13, 6602, 11352, 3681, 25]",39,34,41
sst-452,test,1,tigges,True,0.59722,"Long after you leave Justine, you'll be wondering what will happen to her and wishing her the best--whatever that might mean.","Review Text: Long after you leave Justine, you'll be wondering what will happen to her and wishing her the best--whatever that might mean. Review Sentiment:","""Review Text: Long after you leave Justine, you'll be wondering what will happen to her and wishing her the best--whatever that might mean. Review Sentiment:""",52657669657720546578743a204c6f6e6720616674657220796f75206c65617665204a757374696e652c20796f75276c6c20626520776f6e646572696e6720776861742077696c6c2068617070656e20746f2068657220616e642077697368696e67206865722074686520626573742d2d77686174657665722074686174206d69676874206d65616e2e205265766965772053656e74696d656e743a,1132eea635836a24fa5dc37b23863442a122347e222cb5225492d746efcf2845,"[50256, 14832, 8255, 25, 5882, 706, 345, 2666, 2329, 500, 11, 345, 1183, 307, 11263, 644, 481, 1645, 284, 607, 290, 24433, 607, 262, 1266, 438, 39664, 326, 1244, 1612, 13, 6602, 11352, 3681, 25]",35,28,35
sst-453,test,1,tigges,True,0.68056,"Still pretentious and filled with subtext, but entertaining enough at ` face value' to recommend to anyone looking for something different.","Review Text: Still pretentious and filled with subtext, but entertaining enough at ` face value' to recommend to anyone looking for something different. Review Sentiment:","""Review Text: Still pretentious and filled with subtext, but entertaining enough at ` face value' to recommend to anyone looking for something different. Review Sentiment:""",52657669657720546578743a205374696c6c2070726574656e74696f757320616e642066696c6c6564207769746820737562746578742c2062757420656e7465727461696e696e6720656e6f756768206174206020666163652076616c75652720746f207265636f6d6d656e6420746f20616e796f6e65206c6f6f6b696e6720666f7220736f6d657468696e6720646966666572656e742e205265766965772053656e74696d656e743a,1f9bacbf357e3aa73e972886106f574f2c715fe9a7970e5bdc308d35cb92f646,"[50256, 14832, 8255, 25, 7831, 2181, 43787, 290, 5901, 351, 850, 5239, 11, 475, 17774, 1576, 379, 4600, 1986, 1988, 6, 284, 4313, 284, 2687, 2045, 329, 1223, 1180, 13, 6602, 11352, 3681, 25]",34,28,35
sst-454,test,1,tigges,True,0.83333,"Call me a wimp, but I cried, not once, but three times in this animated sweet film.","Review Text: Call me a wimp, but I cried, not once, but three times in this animated sweet film. Review Sentiment:","'Review Text: Call me a wimp, but I cried, not once, but three times in this animated sweet film. Review Sentiment:'",52657669657720546578743a2043616c6c206d6520612077696d702c2062757420492063726965642c206e6f74206f6e63652c206275742074687265652074696d657320696e207468697320616e696d617465642073776565742066696c6d2e205265766965772053656e74696d656e743a,10c54c666f5b9c86b5501581509a1cb822b0117f302afb611ddb11042ed239c2,"[50256, 14832, 8255, 25, 4889, 502, 257, 266, 11011, 11, 475, 314, 16896, 11, 407, 1752, 11, 475, 1115, 1661, 287, 428, 15108, 6029, 2646, 13, 6602, 11352, 3681, 25]",30,23,30
sst-456,test,1,tigges,True,0.875,An inspiring and heart-affecting film about the desperate attempts of Vietnamese refugees living in U.S. relocation camps to keep their hopes alive in 1975.,Review Text: An inspiring and heart-affecting film about the desperate attempts of Vietnamese refugees living in U.S. relocation camps to keep their hopes alive in 1975. Review Sentiment:,'Review Text: An inspiring and heart-affecting film about the desperate attempts of Vietnamese refugees living in U.S. relocation camps to keep their hopes alive in 1975. Review Sentiment:',52657669657720546578743a20416e20696e73706972696e6720616e642068656172742d616666656374696e672066696c6d2061626f7574207468652064657370657261746520617474656d707473206f6620566965746e616d657365207265667567656573206c6976696e6720696e20552e532e2072656c6f636174696f6e2063616d707320746f206b65657020746865697220686f70657320616c69766520696e20313937352e205265766965772053656e74696d656e743a,f23e56b0cd9bf44ccb8bad8b4629136011eeb6c272e76f28949647c36ff024de,"[50256, 14832, 8255, 25, 1052, 20886, 290, 2612, 12, 2001, 478, 278, 2646, 546, 262, 12111, 6370, 286, 23618, 8015, 2877, 287, 471, 13, 50, 13, 35703, 11665, 284, 1394, 511, 7176, 6776, 287, 15231, 13, 6602, 11352, 3681, 25]",40,33,40
sst-457,test,1,tigges,True,0.875,"The level of maturity displayed by this 33-year-old first-time feature director is astonishing, considering her inexperience and her subject matter.","Review Text: The level of maturity displayed by this 33-year-old first-time feature director is astonishing, considering her inexperience and her subject matter. Review Sentiment:","'Review Text: The level of maturity displayed by this 33-year-old first-time feature director is astonishing, considering her inexperience and her subject matter. Review Sentiment:'",52657669657720546578743a20546865206c6576656c206f66206d6174757269747920646973706c6179656420627920746869732033332d796561722d6f6c642066697273742d74696d652066656174757265206469726563746f72206973206173746f6e697368696e672c20636f6e7369646572696e672068657220696e657870657269656e636520616e6420686572207375626a656374206d61747465722e205265766965772053656e74696d656e743a,6f280c15da822133aee5aa60dfe560cce2ddfbf37f7baeb6bc3ea51ce05b4440,"[50256, 14832, 8255, 25, 383, 1241, 286, 24841, 9066, 416, 428, 4747, 12, 1941, 12, 727, 717, 12, 2435, 3895, 3437, 318, 21994, 11, 6402, 607, 31830, 1240, 290, 607, 2426, 2300, 13, 6602, 11352, 3681, 25]",37,30,37
