dataset,pair_index,clean_id,corrupted_id,clean_label,corrupted_label,clean_text,corrupted_text,clean_sha256,corrupted_sha256,clean_token_ids,corrupted_token_ids,clean_num_tokens,corrupted_num_tokens,equal_token_length
toy_train,43,toy-train-neg-021,toy-train-pos-022,0,1,"I thought this movie was ugly, I hated it. 
Conclusion: This movie is","I thought this movie was positive, I liked it. 
Conclusion: This movie is",36c72de4e5a35d11bbae802ddeda1d25ca546476943bac465557c5e46ddc89a0,b4e0cd326ee49949fe1cbf9b29fe911b84b7d840b3489615446135b45ee155f6,"[50256, 40, 1807, 428, 3807, 373, 13400, 11, 314, 16563, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 3967, 11, 314, 8288, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_train,44,toy-train-pos-022,toy-train-neg-022,1,0,"I thought this movie was positive, I liked it. 
Conclusion: This movie is","I thought this movie was unpleasant, I disliked it. 
Conclusion: This movie is",b4e0cd326ee49949fe1cbf9b29fe911b84b7d840b3489615446135b45ee155f6,81c254c2ee2f84ff5c90af9b7f28b8d0a0b18dab499e674631ddbce37c248de4,"[50256, 40, 1807, 428, 3807, 373, 3967, 11, 314, 8288, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 22029, 11, 314, 43252, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_train,45,toy-train-neg-022,toy-train-pos-023,0,1,"I thought this movie was unpleasant, I disliked it. 
Conclusion: This movie is","I thought this movie was remarkable, I appreciated it. 
Conclusion: This movie is",81c254c2ee2f84ff5c90af9b7f28b8d0a0b18dab499e674631ddbce37c248de4,80613f63d3731abbf8a1117d34231d07237aa951b2b1a3e693fbc5a3f830507b,"[50256, 40, 1807, 428, 3807, 373, 22029, 11, 314, 43252, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 11004, 11, 314, 16373, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_train,46,toy-train-pos-023,toy-train-neg-023,1,0,"I thought this movie was remarkable, I appreciated it. 
Conclusion: This movie is","I thought this movie was wretched, I despised it. 
Conclusion: This movie is",80613f63d3731abbf8a1117d34231d07237aa951b2b1a3e693fbc5a3f830507b,74ccdfab4e485ad01285ad28efca5afbb9ba2286cd78854f9559259d36877173,"[50256, 40, 1807, 428, 3807, 373, 11004, 11, 314, 16373, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 41857, 11, 314, 44990, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_train,47,toy-train-neg-023,toy-train-pos-000,0,1,"I thought this movie was wretched, I despised it. 
Conclusion: This movie is","I thought this movie was adequate, I enjoyed it. 
Conclusion: This movie is",74ccdfab4e485ad01285ad28efca5afbb9ba2286cd78854f9559259d36877173,777f8c5e413237085c99ea450a6c9ea268e90d1ae718cecf42d006bdb8615e95,"[50256, 40, 1807, 428, 3807, 373, 41857, 11, 314, 44990, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 12872, 11, 314, 8359, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,0,toy-test-pos-000,toy-test-neg-000,1,0,"I thought this movie was admirable, I enjoyed it. 
Conclusion: This movie is","I thought this movie was ancient, I hated it. 
Conclusion: This movie is",6dd301e88a560cc5b42ca367d5d3474a42285eb81e0fbe3fa3dfaae730729ca6,7f3afdc4b04e615047f7c7986b1776f027a4ed71297b57376fe08090a6246695,"[50256, 40, 1807, 428, 3807, 373, 37959, 11, 314, 8359, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 6156, 11, 314, 16563, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,1,toy-test-neg-000,toy-test-pos-001,0,1,"I thought this movie was ancient, I hated it. 
Conclusion: This movie is","I thought this movie was glorious, I loved it. 
Conclusion: This movie is",7f3afdc4b04e615047f7c7986b1776f027a4ed71297b57376fe08090a6246695,f4a330a65184f63b876fdab5e95cc520cf73d22b6773fe995ddab0a0830e22dd,"[50256, 40, 1807, 428, 3807, 373, 6156, 11, 314, 16563, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 21140, 11, 314, 6151, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,2,toy-test-pos-001,toy-test-neg-001,1,0,"I thought this movie was glorious, I loved it. 
Conclusion: This movie is","I thought this movie was appalling, I disliked it. 
Conclusion: This movie is",f4a330a65184f63b876fdab5e95cc520cf73d22b6773fe995ddab0a0830e22dd,8f446f5f0e238a2c17577f1c384288753c3ce50896ce86094788a0ede515ed42,"[50256, 40, 1807, 428, 3807, 373, 21140, 11, 314, 6151, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 34130, 11, 314, 43252, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,3,toy-test-neg-001,toy-test-pos-002,0,1,"I thought this movie was appalling, I disliked it. 
Conclusion: This movie is","I thought this movie was helpful, I liked it. 
Conclusion: This movie is",8f446f5f0e238a2c17577f1c384288753c3ce50896ce86094788a0ede515ed42,b706ea8a56f87661f1ad593d44c58c5164a067acfdd5a60e4c2d57aad89bef61,"[50256, 40, 1807, 428, 3807, 373, 34130, 11, 314, 43252, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 7613, 11, 314, 8288, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,4,toy-test-pos-002,toy-test-neg-002,1,0,"I thought this movie was helpful, I liked it. 
Conclusion: This movie is","I thought this movie was bitter, I despised it. 
Conclusion: This movie is",b706ea8a56f87661f1ad593d44c58c5164a067acfdd5a60e4c2d57aad89bef61,1535563978be98cd8071d14ba32bc2456a4f5ec5bf45494deed2297341df3341,"[50256, 40, 1807, 428, 3807, 373, 7613, 11, 314, 8288, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 12922, 11, 314, 44990, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,5,toy-test-neg-002,toy-test-pos-003,0,1,"I thought this movie was bitter, I despised it. 
Conclusion: This movie is","I thought this movie was impressive, I appreciated it. 
Conclusion: This movie is",1535563978be98cd8071d14ba32bc2456a4f5ec5bf45494deed2297341df3341,665b8056f2918b085dd5e50a3d0bfd1a52612491142711c67bfb106883eeec43,"[50256, 40, 1807, 428, 3807, 373, 12922, 11, 314, 44990, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 8036, 11, 314, 16373, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,6,toy-test-pos-003,toy-test-neg-003,1,0,"I thought this movie was impressive, I appreciated it. 
Conclusion: This movie is","I thought this movie was dismal, I hated it. 
Conclusion: This movie is",665b8056f2918b085dd5e50a3d0bfd1a52612491142711c67bfb106883eeec43,90837f977f576eaf88891479bfb0c56bd22a9f9d1543cb4042fdc8926d6dbfe8,"[50256, 40, 1807, 428, 3807, 373, 8036, 11, 314, 16373, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 39656, 11, 314, 16563, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,7,toy-test-neg-003,toy-test-pos-004,0,1,"I thought this movie was dismal, I hated it. 
Conclusion: This movie is","I thought this movie was lively, I admired it. 
Conclusion: This movie is",90837f977f576eaf88891479bfb0c56bd22a9f9d1543cb4042fdc8926d6dbfe8,dbf095a0304c7d5e95b8e0eef74d57d565612f4e9d8e5b298db383578b43ec7d,"[50256, 40, 1807, 428, 3807, 373, 39656, 11, 314, 16563, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 29696, 11, 314, 29382, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,8,toy-test-pos-004,toy-test-neg-004,1,0,"I thought this movie was lively, I admired it. 
Conclusion: This movie is","I thought this movie was flat, I disliked it. 
Conclusion: This movie is",dbf095a0304c7d5e95b8e0eef74d57d565612f4e9d8e5b298db383578b43ec7d,5a74a8b391172667cfdf75539b42c7e36d6d840874b99b53af5afe3bcd02ae4f,"[50256, 40, 1807, 428, 3807, 373, 29696, 11, 314, 29382, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 6228, 11, 314, 43252, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,9,toy-test-neg-004,toy-test-pos-005,0,1,"I thought this movie was flat, I disliked it. 
Conclusion: This movie is","I thought this movie was magical, I enjoyed it. 
Conclusion: This movie is",5a74a8b391172667cfdf75539b42c7e36d6d840874b99b53af5afe3bcd02ae4f,90fa984f2ac320e99b05bdaef88d8ce9f50594117bba5261af89be0199872548,"[50256, 40, 1807, 428, 3807, 373, 6228, 11, 314, 43252, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 10883, 11, 314, 8359, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,10,toy-test-pos-005,toy-test-neg-005,1,0,"I thought this movie was magical, I enjoyed it. 
Conclusion: This movie is","I thought this movie was foul, I despised it. 
Conclusion: This movie is",90fa984f2ac320e99b05bdaef88d8ce9f50594117bba5261af89be0199872548,ba6bf07512a8dad832798d61467564f9a280633a8870d59112fb9211563aec8b,"[50256, 40, 1807, 428, 3807, 373, 10883, 11, 314, 8359, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 15626, 11, 314, 44990, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,11,toy-test-neg-005,toy-test-pos-006,0,1,"I thought this movie was foul, I despised it. 
Conclusion: This movie is","I thought this movie was modern, I loved it. 
Conclusion: This movie is",ba6bf07512a8dad832798d61467564f9a280633a8870d59112fb9211563aec8b,4221a80f1af64db25c667acbda6d27b97ab39aff6130743eb9a5441269b3bebd,"[50256, 40, 1807, 428, 3807, 373, 15626, 11, 314, 44990, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 3660, 11, 314, 6151, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,12,toy-test-pos-006,toy-test-neg-006,1,0,"I thought this movie was modern, I loved it. 
Conclusion: This movie is","I thought this movie was grim, I hated it. 
Conclusion: This movie is",4221a80f1af64db25c667acbda6d27b97ab39aff6130743eb9a5441269b3bebd,88039c24c41babf515c20230bc11171a5fcf44bcbc4ee976e08561f7e84f84e5,"[50256, 40, 1807, 428, 3807, 373, 3660, 11, 314, 6151, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 18288, 11, 314, 16563, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,13,toy-test-neg-006,toy-test-pos-007,0,1,"I thought this movie was grim, I hated it. 
Conclusion: This movie is","I thought this movie was phenomenal, I liked it. 
Conclusion: This movie is",88039c24c41babf515c20230bc11171a5fcf44bcbc4ee976e08561f7e84f84e5,a53af7c6cf7074aa31ba458f683d1ffcc29ae7b8e4031385fb83d331fc8e3c0f,"[50256, 40, 1807, 428, 3807, 373, 18288, 11, 314, 16563, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 28187, 11, 314, 8288, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,14,toy-test-pos-007,toy-test-neg-007,1,0,"I thought this movie was phenomenal, I liked it. 
Conclusion: This movie is","I thought this movie was lazy, I disliked it. 
Conclusion: This movie is",a53af7c6cf7074aa31ba458f683d1ffcc29ae7b8e4031385fb83d331fc8e3c0f,fa00eead7c1f9aae202e4088b6d6415282bce27956c9dd468eea50643a2842f0,"[50256, 40, 1807, 428, 3807, 373, 28187, 11, 314, 8288, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 16931, 11, 314, 43252, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,15,toy-test-neg-007,toy-test-pos-008,0,1,"I thought this movie was lazy, I disliked it. 
Conclusion: This movie is","I thought this movie was pleasing, I appreciated it. 
Conclusion: This movie is",fa00eead7c1f9aae202e4088b6d6415282bce27956c9dd468eea50643a2842f0,51fa0c4e7d8788c1c89c5197b362e46dc8cbf3b571e04e31e1593ebe77ec712f,"[50256, 40, 1807, 428, 3807, 373, 16931, 11, 314, 43252, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 28790, 11, 314, 16373, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,16,toy-test-pos-008,toy-test-neg-008,1,0,"I thought this movie was pleasing, I appreciated it. 
Conclusion: This movie is","I thought this movie was noisy, I despised it. 
Conclusion: This movie is",51fa0c4e7d8788c1c89c5197b362e46dc8cbf3b571e04e31e1593ebe77ec712f,756815e6a6d2876b679b9a0eccee8926e7503b4cf2eab8ff26c467932e198420,"[50256, 40, 1807, 428, 3807, 373, 28790, 11, 314, 16373, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 31210, 11, 314, 44990, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,17,toy-test-neg-008,toy-test-pos-009,0,1,"I thought this movie was noisy, I despised it. 
Conclusion: This movie is","I thought this movie was radiant, I admired it. 
Conclusion: This movie is",756815e6a6d2876b679b9a0eccee8926e7503b4cf2eab8ff26c467932e198420,c65d1b388e13a0a702cff1347aa9a408514f28f41b3e58780279f9a610c6e404,"[50256, 40, 1807, 428, 3807, 373, 31210, 11, 314, 44990, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 43888, 11, 314, 29382, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,18,toy-test-pos-009,toy-test-neg-009,1,0,"I thought this movie was radiant, I admired it. 
Conclusion: This movie is","I thought this movie was poor, I hated it. 
Conclusion: This movie is",c65d1b388e13a0a702cff1347aa9a408514f28f41b3e58780279f9a610c6e404,41db61b2977a424d4f0692d9db7560c4d68ecb4c58b97ee4a061b9efb1b85e65,"[50256, 40, 1807, 428, 3807, 373, 43888, 11, 314, 29382, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 3595, 11, 314, 16563, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,19,toy-test-neg-009,toy-test-pos-010,0,1,"I thought this movie was poor, I hated it. 
Conclusion: This movie is","I thought this movie was crisp, I enjoyed it. 
Conclusion: This movie is",41db61b2977a424d4f0692d9db7560c4d68ecb4c58b97ee4a061b9efb1b85e65,ced33a405cad10f5e134dfb599924c8a40f73a4abdba818158ccb0d79b132ad2,"[50256, 40, 1807, 428, 3807, 373, 3595, 11, 314, 16563, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 23453, 11, 314, 8359, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,20,toy-test-pos-010,toy-test-neg-010,1,0,"I thought this movie was crisp, I enjoyed it. 
Conclusion: This movie is","I thought this movie was rough, I disliked it. 
Conclusion: This movie is",ced33a405cad10f5e134dfb599924c8a40f73a4abdba818158ccb0d79b132ad2,f7477c27a681ec90d5601989528bc8aec9718f7069464a7f4ce7ec69c2b7c5a3,"[50256, 40, 1807, 428, 3807, 373, 23453, 11, 314, 8359, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 5210, 11, 314, 43252, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,21,toy-test-neg-010,toy-test-pos-011,0,1,"I thought this movie was rough, I disliked it. 
Conclusion: This movie is","I thought this movie was strong, I loved it. 
Conclusion: This movie is",f7477c27a681ec90d5601989528bc8aec9718f7069464a7f4ce7ec69c2b7c5a3,c365a2f65eff1b2c43ca0bbd2ce4395330834dd3ea1d2dad31b9e4720dd0dd67,"[50256, 40, 1807, 428, 3807, 373, 5210, 11, 314, 43252, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 1913, 11, 314, 6151, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,22,toy-test-pos-011,toy-test-neg-011,1,0,"I thought this movie was strong, I loved it. 
Conclusion: This movie is","I thought this movie was rotten, I despised it. 
Conclusion: This movie is",c365a2f65eff1b2c43ca0bbd2ce4395330834dd3ea1d2dad31b9e4720dd0dd67,2ffb55e406179b7ad32d06fb27a4080b60a85ec3010d8077096e3ee1a0788353,"[50256, 40, 1807, 428, 3807, 373, 1913, 11, 314, 6151, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 36371, 11, 314, 44990, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,23,toy-test-neg-011,toy-test-pos-012,0,1,"I thought this movie was rotten, I despised it. 
Conclusion: This movie is","I thought this movie was stunning, I liked it. 
Conclusion: This movie is",2ffb55e406179b7ad32d06fb27a4080b60a85ec3010d8077096e3ee1a0788353,bd003a03cff002fd7aee273a1f10fcfb0728e2066e1e237258e388dd6a94d8db,"[50256, 40, 1807, 428, 3807, 373, 36371, 11, 314, 44990, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 13393, 11, 314, 8288, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,24,toy-test-pos-012,toy-test-neg-012,1,0,"I thought this movie was stunning, I liked it. 
Conclusion: This movie is","I thought this movie was sour, I hated it. 
Conclusion: This movie is",bd003a03cff002fd7aee273a1f10fcfb0728e2066e1e237258e388dd6a94d8db,46c1576c92c2f4c65ae65a1325db39fff8572b8261078ee911cedbc686c23464,"[50256, 40, 1807, 428, 3807, 373, 13393, 11, 314, 8288, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 11348, 11, 314, 16563, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,25,toy-test-neg-012,toy-test-pos-013,0,1,"I thought this movie was sour, I hated it. 
Conclusion: This movie is","I thought this movie was sweet, I appreciated it. 
Conclusion: This movie is",46c1576c92c2f4c65ae65a1325db39fff8572b8261078ee911cedbc686c23464,8e5d7fa8bbf3ca7164d573911bb02e9f19f70193d6d26b335d2b3a3049b1d6f8,"[50256, 40, 1807, 428, 3807, 373, 11348, 11, 314, 16563, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 6029, 11, 314, 16373, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,26,toy-test-pos-013,toy-test-neg-013,1,0,"I thought this movie was sweet, I appreciated it. 
Conclusion: This movie is","I thought this movie was vile, I disliked it. 
Conclusion: This movie is",8e5d7fa8bbf3ca7164d573911bb02e9f19f70193d6d26b335d2b3a3049b1d6f8,8054cd8a1d5c6564173d875239121173312a2a1bbaecc6440ab3a7513b188ec7,"[50256, 40, 1807, 428, 3807, 373, 6029, 11, 314, 16373, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 34942, 11, 314, 43252, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
toy_test,27,toy-test-neg-013,toy-test-pos-000,0,1,"I thought this movie was vile, I disliked it. 
Conclusion: This movie is","I thought this movie was admirable, I enjoyed it. 
Conclusion: This movie is",8054cd8a1d5c6564173d875239121173312a2a1bbaecc6440ab3a7513b188ec7,6dd301e88a560cc5b42ca367d5d3474a42285eb81e0fbe3fa3dfaae730729ca6,"[50256, 40, 1807, 428, 3807, 373, 34942, 11, 314, 43252, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]","[50256, 40, 1807, 428, 3807, 373, 37959, 11, 314, 8359, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,19,True
sst_dev,0,sst-dev-1571,sst-dev-7828,1,0,Cool? Overall the movie was just very,Bad. Overall the movie was just very,c4b4a60a9c10a0b33eaf1fe9300bd54aca6aac4e350d66fc827da2c743ed09e0,886bd30de7f5a76c62a7a835d0f4bf72a7ed0c1defff5cee37684e53a8105743,"[50256, 34530, 30, 14674, 262, 3807, 373, 655, 845]","[50256, 22069, 13, 14674, 262, 3807, 373, 655, 845]",9,9,True
sst_dev,1,sst-dev-7828,sst-dev-1571,0,1,Bad. Overall the movie was just very,Cool? Overall the movie was just very,886bd30de7f5a76c62a7a835d0f4bf72a7ed0c1defff5cee37684e53a8105743,c4b4a60a9c10a0b33eaf1fe9300bd54aca6aac4e350d66fc827da2c743ed09e0,"[50256, 22069, 13, 14674, 262, 3807, 373, 655, 845]","[50256, 34530, 30, 14674, 262, 3807, 373, 655, 845]",9,9,True
sst_dev,2,sst-dev-1499,sst-dev-7873,1,0,Lovely and poignant. Overall the movie was just very,This is so bad. Overall the movie was just very,27cc44e199b518cef414146d981dbc004d1a9c82c5bf09d2d5aa413b577907ec,4d21ea6769f181ea4ac7703c3803191a60c5e7ebb54cde39494bb345c5f2ade4,"[50256, 18565, 306, 290, 45516, 13, 14674, 262, 3807, 373, 655, 845]","[50256, 1212, 318, 523, 2089, 13, 14674, 262, 3807, 373, 655, 845]",12,12,True
sst_dev,3,sst-dev-7873,sst-dev-1499,0,1,This is so bad. Overall the movie was just very,Lovely and poignant. Overall the movie was just very,4d21ea6769f181ea4ac7703c3803191a60c5e7ebb54cde39494bb345c5f2ade4,27cc44e199b518cef414146d981dbc004d1a9c82c5bf09d2d5aa413b577907ec,"[50256, 1212, 318, 523, 2089, 13, 14674, 262, 3807, 373, 655, 845]","[50256, 18565, 306, 290, 45516, 13, 14674, 262, 3807, 373, 655, 845]",12,12,True
