model,method,layer,subspace_dimension,orientation_convention,orientation_reference,raw_orientation_dot,orientation_sign_flipped,artifact_path
qwen-0.6b,pca,15,1,negative_to_positive,toy_train_class_mean_difference,-21.253014924465987,True,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/pca/32c147e6c987f5c0/layer15.npz
qwen-0.6b,das,15,1,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,18.462190628051758,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das/7448555425f33e3a/layer15.npz
qwen-0.6b,das2d,15,2,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,14.645413398742676,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das2d/6855bab455bb9004/layer15.npz
qwen-0.6b,das3d,15,3,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,13.469991683959961,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das3d/59ff6b7aa374cc26/layer15.npz
qwen-0.6b,random,15,1,unoriented_random_control,,,,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/random/f373fde04cce3571/layer15.npz
qwen-0.6b,mean_diff,16,1,negative_to_positive,toy_train_class_mean_difference,542.5262565902136,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/mean_diff/32c147e6c987f5c0/layer16.npz
qwen-0.6b,kmeans,16,1,negative_to_positive,toy_train_class_mean_difference,496.74291402724697,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/kmeans/2d37611532fcd8cf/layer16.npz
qwen-0.6b,logistic_regression,16,1,negative_to_positive,toy_train_class_mean_difference,14.030247471208234,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/logistic_regression/a15da36948c84ad3/layer16.npz
qwen-0.6b,pca,16,1,negative_to_positive,toy_train_class_mean_difference,21.347245865027812,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/pca/32c147e6c987f5c0/layer16.npz
qwen-0.6b,das,16,1,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,19.323450088500977,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das/7448555425f33e3a/layer16.npz
qwen-0.6b,das2d,16,2,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,14.870997428894043,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das2d/6855bab455bb9004/layer16.npz
qwen-0.6b,das3d,16,3,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,12.672117233276367,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das3d/59ff6b7aa374cc26/layer16.npz
qwen-0.6b,random,16,1,unoriented_random_control,,,,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/random/e749a9b6675940b0/layer16.npz
qwen-0.6b,mean_diff,17,1,negative_to_positive,toy_train_class_mean_difference,869.048529250419,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/mean_diff/32c147e6c987f5c0/layer17.npz
qwen-0.6b,kmeans,17,1,negative_to_positive,toy_train_class_mean_difference,794.1328667911466,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/kmeans/2d37611532fcd8cf/layer17.npz
qwen-0.6b,logistic_regression,17,1,negative_to_positive,toy_train_class_mean_difference,14.875525086459685,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/logistic_regression/a15da36948c84ad3/layer17.npz
qwen-0.6b,pca,17,1,negative_to_positive,toy_train_class_mean_difference,26.126431288126224,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/pca/32c147e6c987f5c0/layer17.npz
qwen-0.6b,das,17,1,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,24.318496704101562,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das/7448555425f33e3a/layer17.npz
qwen-0.6b,das2d,17,2,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,19.258543014526367,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das2d/6855bab455bb9004/layer17.npz
qwen-0.6b,das3d,17,3,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,16.089563369750977,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das3d/59ff6b7aa374cc26/layer17.npz
qwen-0.6b,random,17,1,unoriented_random_control,,,,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/random/f1b9e4cc697a6378/layer17.npz
qwen-0.6b,mean_diff,18,1,negative_to_positive,toy_train_class_mean_difference,1191.44300371162,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/mean_diff/32c147e6c987f5c0/layer18.npz
qwen-0.6b,kmeans,18,1,negative_to_positive,toy_train_class_mean_difference,1056.4687622408478,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/kmeans/2d37611532fcd8cf/layer18.npz
qwen-0.6b,logistic_regression,18,1,negative_to_positive,toy_train_class_mean_difference,15.451390774843397,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/logistic_regression/a15da36948c84ad3/layer18.npz
qwen-0.6b,pca,18,1,negative_to_positive,toy_train_class_mean_difference,31.118776693770172,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/pca/32c147e6c987f5c0/layer18.npz
qwen-0.6b,das,18,1,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,27.081363677978516,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das/7448555425f33e3a/layer18.npz
qwen-0.6b,das2d,18,2,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,18.93111228942871,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das2d/6855bab455bb9004/layer18.npz
qwen-0.6b,das3d,18,3,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,19.047874450683594,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das3d/59ff6b7aa374cc26/layer18.npz
qwen-0.6b,random,18,1,unoriented_random_control,,,,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/random/d6610142817cf33b/layer18.npz
qwen-0.6b,mean_diff,19,1,negative_to_positive,toy_train_class_mean_difference,1498.7484524934375,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/mean_diff/32c147e6c987f5c0/layer19.npz
qwen-0.6b,kmeans,19,1,negative_to_positive,toy_train_class_mean_difference,1498.7484524934375,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/kmeans/2d37611532fcd8cf/layer19.npz
qwen-0.6b,logistic_regression,19,1,negative_to_positive,toy_train_class_mean_difference,15.893722055652189,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/logistic_regression/a15da36948c84ad3/layer19.npz
qwen-0.6b,pca,19,1,negative_to_positive,toy_train_class_mean_difference,35.38565087925388,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/pca/32c147e6c987f5c0/layer19.npz
qwen-0.6b,das,19,1,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,30.60731315612793,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das/7448555425f33e3a/layer19.npz
qwen-0.6b,das2d,19,2,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,22.717805862426758,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das2d/6855bab455bb9004/layer19.npz
qwen-0.6b,das3d,19,3,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,20.178125381469727,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das3d/59ff6b7aa374cc26/layer19.npz
qwen-0.6b,random,19,1,unoriented_random_control,,,,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/random/6cf84b9623aeea3b/layer19.npz
qwen-0.6b,mean_diff,20,1,negative_to_positive,toy_train_class_mean_difference,2301.0096676214334,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/mean_diff/32c147e6c987f5c0/layer20.npz
qwen-0.6b,kmeans,20,1,negative_to_positive,toy_train_class_mean_difference,2023.6978515912165,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/kmeans/2d37611532fcd8cf/layer20.npz
qwen-0.6b,logistic_regression,20,1,negative_to_positive,toy_train_class_mean_difference,16.68483440830969,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/logistic_regression/a15da36948c84ad3/layer20.npz
qwen-0.6b,pca,20,1,negative_to_positive,toy_train_class_mean_difference,42.57935790203359,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/pca/32c147e6c987f5c0/layer20.npz
qwen-0.6b,das,20,1,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,37.384315490722656,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das/7448555425f33e3a/layer20.npz
qwen-0.6b,das2d,20,2,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,26.9827823638916,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das2d/6855bab455bb9004/layer20.npz
qwen-0.6b,das3d,20,3,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,20.602645874023438,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das3d/59ff6b7aa374cc26/layer20.npz
qwen-0.6b,random,20,1,unoriented_random_control,,,,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/random/afe89c0e09b87f2b/layer20.npz
qwen-0.6b,mean_diff,21,1,negative_to_positive,toy_train_class_mean_difference,3650.250800005515,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/mean_diff/32c147e6c987f5c0/layer21.npz
qwen-0.6b,kmeans,21,1,negative_to_positive,toy_train_class_mean_difference,3244.6047504829758,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/kmeans/2d37611532fcd8cf/layer21.npz
qwen-0.6b,logistic_regression,21,1,negative_to_positive,toy_train_class_mean_difference,17.57737769206507,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/logistic_regression/a15da36948c84ad3/layer21.npz
qwen-0.6b,pca,21,1,negative_to_positive,toy_train_class_mean_difference,55.248249218289516,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/pca/32c147e6c987f5c0/layer21.npz
qwen-0.6b,das,21,1,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,47.77033233642578,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das/7448555425f33e3a/layer21.npz
qwen-0.6b,das2d,21,2,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,37.315494537353516,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das2d/6855bab455bb9004/layer21.npz
qwen-0.6b,das3d,21,3,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,30.077556610107422,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das3d/59ff6b7aa374cc26/layer21.npz
qwen-0.6b,random,21,1,unoriented_random_control,,,,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/random/578933d5b4c776a6/layer21.npz
qwen-0.6b,mean_diff,22,1,negative_to_positive,toy_train_class_mean_difference,4348.749600148987,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/mean_diff/32c147e6c987f5c0/layer22.npz
qwen-0.6b,kmeans,22,1,negative_to_positive,toy_train_class_mean_difference,4310.972735133002,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/kmeans/2d37611532fcd8cf/layer22.npz
qwen-0.6b,logistic_regression,22,1,negative_to_positive,toy_train_class_mean_difference,17.855846259338996,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/logistic_regression/a15da36948c84ad3/layer22.npz
qwen-0.6b,pca,22,1,negative_to_positive,toy_train_class_mean_difference,59.674412484244336,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/pca/32c147e6c987f5c0/layer22.npz
qwen-0.6b,das,22,1,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,51.83338928222656,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das/7448555425f33e3a/layer22.npz
qwen-0.6b,das2d,22,2,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,37.27302551269531,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das2d/6855bab455bb9004/layer22.npz
qwen-0.6b,das3d,22,3,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,31.207735061645508,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das3d/59ff6b7aa374cc26/layer22.npz
qwen-0.6b,random,22,1,unoriented_random_control,,,,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/random/bc7de7eecb310c4e/layer22.npz
qwen-0.6b,mean_diff,23,1,negative_to_positive,toy_train_class_mean_difference,4883.947367743011,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/mean_diff/32c147e6c987f5c0/layer23.npz
qwen-0.6b,kmeans,23,1,negative_to_positive,toy_train_class_mean_difference,4846.676583413416,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/kmeans/2d37611532fcd8cf/layer23.npz
qwen-0.6b,logistic_regression,23,1,negative_to_positive,toy_train_class_mean_difference,18.099683795316786,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/logistic_regression/a15da36948c84ad3/layer23.npz
qwen-0.6b,pca,23,1,negative_to_positive,toy_train_class_mean_difference,62.95878048995979,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/pca/32c147e6c987f5c0/layer23.npz
qwen-0.6b,das,23,1,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,55.20232391357422,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das/7448555425f33e3a/layer23.npz
qwen-0.6b,das2d,23,2,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,39.40298843383789,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das2d/6855bab455bb9004/layer23.npz
qwen-0.6b,das3d,23,3,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,33.308502197265625,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das3d/59ff6b7aa374cc26/layer23.npz
qwen-0.6b,random,23,1,unoriented_random_control,,,,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/random/94141f33e9578dbf/layer23.npz
qwen-0.6b,mean_diff,24,1,negative_to_positive,toy_train_class_mean_difference,5928.323045284332,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/mean_diff/32c147e6c987f5c0/layer24.npz
qwen-0.6b,kmeans,24,1,negative_to_positive,toy_train_class_mean_difference,5894.59427804237,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/kmeans/2d37611532fcd8cf/layer24.npz
qwen-0.6b,logistic_regression,24,1,negative_to_positive,toy_train_class_mean_difference,18.674051656225917,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/logistic_regression/a15da36948c84ad3/layer24.npz
qwen-0.6b,pca,24,1,negative_to_positive,toy_train_class_mean_difference,70.3429812950131,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/pca/32c147e6c987f5c0/layer24.npz
qwen-0.6b,das,24,1,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,60.43045425415039,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das/7448555425f33e3a/layer24.npz
qwen-0.6b,das2d,24,2,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,45.32565689086914,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das2d/6855bab455bb9004/layer24.npz
qwen-0.6b,das3d,24,3,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,40.662925720214844,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das3d/59ff6b7aa374cc26/layer24.npz
qwen-0.6b,random,24,1,unoriented_random_control,,,,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/random/e6a22c2059430fa5/layer24.npz
qwen-0.6b,mean_diff,25,1,negative_to_positive,toy_train_class_mean_difference,6857.332677908487,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/mean_diff/32c147e6c987f5c0/layer25.npz
qwen-0.6b,kmeans,25,1,negative_to_positive,toy_train_class_mean_difference,6147.232726861661,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/kmeans/2d37611532fcd8cf/layer25.npz
qwen-0.6b,logistic_regression,25,1,negative_to_positive,toy_train_class_mean_difference,18.88340348490993,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/logistic_regression/a15da36948c84ad3/layer25.npz
qwen-0.6b,pca,25,1,negative_to_positive,toy_train_class_mean_difference,75.15046209500723,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/pca/32c147e6c987f5c0/layer25.npz
qwen-0.6b,das,25,1,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,64.732421875,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das/7448555425f33e3a/layer25.npz
qwen-0.6b,das2d,25,2,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,48.21425247192383,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das2d/6855bab455bb9004/layer25.npz
qwen-0.6b,das3d,25,3,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,44.81819152832031,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das3d/59ff6b7aa374cc26/layer25.npz
qwen-0.6b,random,25,1,unoriented_random_control,,,,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/random/f0128000ed9e01c9/layer25.npz
qwen-0.6b,mean_diff,26,1,negative_to_positive,toy_train_class_mean_difference,7739.5806479441035,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/mean_diff/32c147e6c987f5c0/layer26.npz
qwen-0.6b,kmeans,26,1,negative_to_positive,toy_train_class_mean_difference,6958.281901793565,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/kmeans/2d37611532fcd8cf/layer26.npz
qwen-0.6b,logistic_regression,26,1,negative_to_positive,toy_train_class_mean_difference,19.003753325774774,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/logistic_regression/a15da36948c84ad3/layer26.npz
qwen-0.6b,pca,26,1,negative_to_positive,toy_train_class_mean_difference,79.72627423863409,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/pca/32c147e6c987f5c0/layer26.npz
qwen-0.6b,das,26,1,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,-64.13887023925781,True,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das/7448555425f33e3a/layer26.npz
qwen-0.6b,das2d,26,2,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,-49.090084075927734,True,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das2d/6855bab455bb9004/layer26.npz
qwen-0.6b,das3d,26,3,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,-46.48605728149414,True,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das3d/59ff6b7aa374cc26/layer26.npz
qwen-0.6b,random,26,1,unoriented_random_control,,,,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/random/1c3dd39455e56931/layer26.npz
qwen-0.6b,mean_diff,27,1,negative_to_positive,toy_train_class_mean_difference,6852.964929365655,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/mean_diff/32c147e6c987f5c0/layer27.npz
qwen-0.6b,kmeans,27,1,negative_to_positive,toy_train_class_mean_difference,6811.389458354137,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/kmeans/2d37611532fcd8cf/layer27.npz
qwen-0.6b,logistic_regression,27,1,negative_to_positive,toy_train_class_mean_difference,18.873364906228822,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/logistic_regression/a15da36948c84ad3/layer27.npz
qwen-0.6b,pca,27,1,negative_to_positive,toy_train_class_mean_difference,76.30116522258162,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/pca/32c147e6c987f5c0/layer27.npz
qwen-0.6b,das,27,1,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,-57.59941101074219,True,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das/7448555425f33e3a/layer27.npz
qwen-0.6b,das2d,27,2,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,-44.46832275390625,True,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das2d/6855bab455bb9004/layer27.npz
qwen-0.6b,das3d,27,3,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,-42.769142150878906,True,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das3d/59ff6b7aa374cc26/layer27.npz
qwen-0.6b,random,27,1,unoriented_random_control,,,,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/random/0e8b772388c2af41/layer27.npz
qwen-0.6b,mean_diff,28,1,negative_to_positive,toy_train_class_mean_difference,8720.647517075326,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/mean_diff/32c147e6c987f5c0/layer28.npz
qwen-0.6b,kmeans,28,1,negative_to_positive,toy_train_class_mean_difference,8674.57915987592,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/kmeans/2d37611532fcd8cf/layer28.npz
qwen-0.6b,logistic_regression,28,1,negative_to_positive,toy_train_class_mean_difference,19.29087422629093,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/logistic_regression/a15da36948c84ad3/layer28.npz
qwen-0.6b,pca,28,1,negative_to_positive,toy_train_class_mean_difference,85.4193313204263,False,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/pca/32c147e6c987f5c0/layer28.npz
qwen-0.6b,das,28,1,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,-3.6245803833007812,True,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das/7448555425f33e3a/layer28.npz
qwen-0.6b,das2d,28,2,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,-3.6245803833007812,True,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das2d/6855bab455bb9004/layer28.npz
qwen-0.6b,das3d,28,3,negative_to_positive_first_basis_vector,toy_train_class_mean_difference,-3.6245803833007812,True,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/das3d/59ff6b7aa374cc26/layer28.npz
qwen-0.6b,random,28,1,unoriented_random_control,,,,/content/drive/MyDrive/sentiment-manifold/checkpoints/qwen-0.6b/reproduction/random/5d7609d3bf15f786/layer28.npz
